roduid,UWI,lifetime_end,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,chemgroup1_any,chemgroup1_all,chemgroup2_any,chemgroup2_all,chemgroup3_any,chemgroup3_all,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,wellbore_category,manual_scale,packer_vs_tac,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,lifetimedays,contains_imputed
GB33IFQL67928383832783,494-46-6738,2018-01-16,Tubing,0.0,75.0,60.0,144.0,97.625,6.3000001910000005,TAC_ABOVE_NIP,1,1,1,1,0,0,2.4450862,2.445086316,0.0,8.64,LowTangent,N,OTHER_ANCHOR,126.782505,116.498888,-5.413835,103.306144,71.620763,174.926907,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,269.81,269.81,269.81,0.0,0.0,0.0,10458.6,1.75,873,0
GB98DYDW79821403267595,495-86-7870,2018-03-21,Tubing,0.0,70.0,60.0,142.5875486,83.07391357,4.599999905,TAC_ABOVE_NIP,1,0,1,0,0,0,5.1666665,5.166666667,0.0,5.75,LowTangent,N,OTHER_ANCHOR,72.34666999999997,127.766213,55.622865,87.410027,18.642793,106.05282,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,874,220.9,220.9,220.9,0.0,0.0,0.0,9612.7,1.75,1028,0
GB45RCJW54865195717967,499-62-8888,2016-11-11,Tubing,0.0,76.0,60.0,143.6807095,83.85384369,5.277777672,TAC_ABOVE_NIP,1,0,1,0,0,0,2.0441709,4.477961466,17.2,6.31,LowTangent,N,OTHER_ANCHOR,84.935983,147.382199,63.182679,126.622363,39.042194,165.664557,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,875,430.16,430.16,167.46,0.0,0.0,0.0,9515.0,1.75,456,0
GB66VRHZ17907822384170,499-62-8888,2020-04-09,Tubing,0.0,80.0,60.0,144.0,76.71176147,5.3000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,1.0229245,4.477961466,17.15,6.31,LowTangent,N,OTHER_ANCHOR,75.298176,84.483577,9.384654,84.836699,24.943219,109.779918,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,875,384.49,384.49,60.06,0.0,0.0,0.0,9496.1,1.75,1243,0
GB75TMPQ34036723600317,501-28-6968,2017-07-19,Tubing,0.0,0.0,60.0,144.0397056,0.0,0.0,TAC_BELOW_NIP,1,0,0,0,0,0,2.16,2.16,17.58,2.5,Vertical,N,OTHER_ANCHOR,88.75,116.905,21.301949,100.190647,39.507194,139.69784199999998,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,881,143.92,143.92,143.92,0.0,0.0,0.0,10047.0,1.75,278,0
GB88DVJK05758356624714,501-28-6968,2016-10-13,Tubing,0.0,0.0,60.0,144.0,0.0,0.0,TAC_ABOVE_NIP,1,0,1,0,0,0,2.16,2.16,17.59,2.5,Vertical,N,OTHER_ANCHOR,90.310662,124.9032,35.63832700000001,129.105455,44.738182,173.843636,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,160.94,160.94,160.94,0.0,0.0,0.0,10106.7,1.75,274,0
GB53FFTJ21219675223979,509-38-2250,2018-09-04,Tubing,0.0,75.0,60.0,169.4299927,59.93888855,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.32,1.25,19.2,4.03,LowTangent,N,OTHER_ANCHOR,73.71934499999998,138.12954299999998,63.774205,111.056818,33.096591,144.153409,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,882,186.71,145.39,186.71,0.0,193.09,0.0,9718.1,2,344,0
GB22OERH70224990871801,509-38-2250,2017-09-07,Tubing,0.0,75.0,60.0,169.4299927,68.70694733,5.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,2.32,1.25,19.2,4.03,LowTangent,N,OTHER_ANCHOR,69.913624,88.633303,18.068219,166.17808200000005,37.424658,203.60274,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,164.05,146.05,164.05,0.0,193.09,0.0,9718.1,1.75,210,0
GB41EJZC06226769352544,510-31-1681,2016-10-02,Tubing,0.0,70.0,60.0,126.1918977,87.28181458,6.430000305,TAC_ABOVE_NIP,1,0,1,0,0,0,2.713002,2.713002079,17.21,3.43,Vertical,N,OTHER_ANCHOR,97.500718,116.349772,18.849054,161.908646,38.588907,200.497553,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,296.4,296.4,296.4,0.0,0.0,0.0,10018.9,1.75,594,0
GB17COCN01211624512037,510-31-1681,2018-02-01,Tubing,0.0,75.0,60.0,144.0,83.75217438,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.7423031000000002,2.713002079,17.15,3.43,Vertical,N,OTHER_ANCHOR,94.39879,81.223681,-13.218556,90.190388,22.722736,112.913124,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,252.69,252.69,179.64,0.0,0.0,0.0,9995.5,1.75,485,0
GB35MQGY41102182717323,514-69-0180,2020-01-28,Tubing,0.0,70.0,65.0,168.2599945,95.47714233,4.699999809,PACKER_DONNAN,0,0,0,0,1,1,2.7122605,2.701800682,20.7,34.96,OffLease,N,arrowset,89.080663,61.095509,-27.950678000000003,38.689658,43.610937,82.300595,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,337.93,337.93,161.03,0.0,254.3,0.0,12002.3,1.5,497,0
GB65AWHA94167160393775,514-69-0180,2018-09-14,Tubing,0.0,70.0,65.0,168.2599945,97.60069275,4.599999905,PACKER_DONNAN,0,0,0,0,1,1,2.7122605,2.701800682,20.7,34.96,OffLease,N,arrowset,69.658282,39.728794,-28.961962,36.377055,44.077581,80.454635,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,341.94,341.94,163.84,0.0,257.94,0.0,11998.9,1.5,239,0
GB91VVQR65749194171134,515-45-6528,2017-08-23,Tubing,0.0,75.0,60.0,144.0,92.6791687,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,1.1682476000000002,1.960888895,17.13,1.6,Vertical,N,OTHER_ANCHOR,183.16,177.18,-5.98,112.563934,33.193443,145.757377,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,885,189.77,189.77,98.54,0.0,0.0,0.0,9765.6,1.75,282,0
GB51MJXS36776142359813,515-45-6528,2016-11-13,Tubing,0.0,75.0,60.0,144.0,89.12307739,5.8000001910000005,TAC_ABOVE_NIP,1,0,1,0,0,0,1.9608889,1.960888895,17.15,1.6,Vertical,N,OTHER_ANCHOR,80.437097,155.08871000000005,74.651613,122.669355,31.669355,154.33871000000005,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,885,191.01,191.01,191.01,0.0,0.0,0.0,9896.5,1.75,597,0
GB74RFWO49895698484583,515-60-9781,2020-03-10,Rods,0.0,70.0,60.0,168.0200043,93.59999847,6.0,TAC_BELOW_NIP,1,0,0,0,0,0,2.6188846000000003,2.429558709,17.15,10.29,HighTangent,N,OTHER_ANCHOR,106.954138,70.93134599999998,-35.305126,88.209076,81.16544,169.374516,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,904,270.68,270.68,270.68,0.0,311.22,0.0,10107.1,1.75,1136,0
GB61LBAZ54765824340981,516-13-7102,2016-08-23,Tubing,0.0,75.0,60.0,144.0,72.80833435,5.069999695,TAC_ABOVE_NIP,0,0,0,0,1,0,1.3461094,1.3461094219999998,17.11,3.85,Vertical,N,OTHER_ANCHOR,118.326423,264.650255,150.724529,199.362745,46.11176500000001,245.47451,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,120.47,120.47,120.47,0.0,0.0,0.0,9564.0,1.75,439,0
GB82TKAO99066176402190,519-88-1977,2017-05-03,Tubing,0.0,80.0,60.0,144.0,87.08750153,5.699999809,TAC_ABOVE_NIP,1,0,1,0,0,0,2.6328504,0.6697343000000001,17.17,3.02,Vertical,N,OTHER_ANCHOR,80.24790899999998,118.386073,6.712789,59.864912,21.480702,81.345614,SLICK_SINKER_BARS,False,strategize next-generation users,D,885,123.13,65.62,123.13,0.0,0.0,0.0,10001.6,1.5,547,0
GB74BZQL90482085875049,521-32-8090,2017-12-14,Rods,0.0,75.0,60.0,169.4299927,89.11851501,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,2.626819,2.946940488,17.14,17.61,HighTangent,N,OTHER_ANCHOR,124.093829,174.090938,60.19149300000001,133.718808,45.469274,179.188082,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,481.36,435.39,203.84,0.0,0.0,0.0,9504.0,1.75,533,0
GB59JDWS86578398058753,521-32-8090,2020-02-15,Rods,0.0,75.0,60.0,169.4299927,96.59999847,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.7723349,2.946940488,17.12,17.61,HighTangent,N,OTHER_ANCHOR,74.24481899999998,103.426643,28.725418,52.180368,23.07466,75.255028,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,471.42,415.41,189.25,0.0,126.56,0.0,9319.0,1.75,682,0
GB93AKLC55899507047592,523-01-4802,2018-04-30,Tubing,0.0,76.0,60.0,144.0,76.8307724,5.78125,TAC_BELOW_NIP,1,0,0,0,0,0,2.38,2.38,17.14,4.0,LowTangent,N,OTHER_ANCHOR,67.717219,78.295707,11.177448,88.279302,27.86783,116.147132,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,204.35,204.35,204.35,0.0,348.37,0.0,9961.9,2,361,0
GB58TLUZ64362980917962,523-01-4802,2017-05-01,Tubing,12.1429,76.0,60.0,144.0,95.19230652,6.0,TAC_ABOVE_NIP,1,0,1,0,0,0,2.38,2.38,17.46,4.0,LowTangent,N,OTHER_ANCHOR,118.227124,185.003268,66.77614399999999,85.89931999999997,32.658503,118.557823,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,183.5,183.5,183.5,0.0,0.0,0.0,10017.6,1.75,673,0
GB28FFTV68676517126363,523-01-4802,2019-06-01,Rods,8.0,76.0,60.0,144.0,95.01428223,4.5,TAC_BELOW_NIP,0,0,0,0,0,0,2.38,2.38,17.14,4.0,LowTangent,N,OTHER_ANCHOR,113.90037,48.46373300000001,-65.00234499999999,48.331126,19.297195,67.628322,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,201.37,201.37,201.37,0.0,348.37,0.0,9961.9,2,394,0
GB46ENUV11846858129206,525-71-8998,2019-11-07,Sucker Rod Pump,0.0,60.0,62.0,144.0,50.40000153,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,2.7492304,2.376931591,17.14,2.52,Vertical,N,OTHER_ANCHOR,65.632869,89.26100500000003,23.670013,34.559827,8.902872,43.462699,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,197.15,197.15,197.15,0.0,0.0,0.0,9784.0,Other,846,0
GB75KZYR40296081264796,537-28-3860,2017-10-09,Sucker Rod Pump,0.0,85.0,50.0,144.0,79.04166412,5.223999977,TAC_ABOVE_NIP,1,0,0,0,0,0,1.65,1.65,17.22,1.92,Vertical,N,OTHER_ANCHOR,141.107527,208.064516,66.95698900000001,100.480167,20.728601,121.208768,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,141.67,141.67,141.67,0.0,0.0,0.0,9799.9,1.5,459,0
GB18BRWJ34953982757105,537-28-3860,2016-05-29,Tubing,0.0,85.0,50.0,144.0,80.6806488,5.199999809,TAC_ABOVE_NIP,0,0,1,0,0,0,1.65,1.65,17.22,1.92,Vertical,N,OTHER_ANCHOR,78.306569,104.321168,26.014599,87.087591,17.941606,105.029197,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,115.42,115.42,115.42,0.0,0.0,0.0,9799.9,1.5,128,0
GB13PPLE03973331290260,537-28-3860,2019-03-09,Sucker Rod Pump,0.0,60.0,65.0,144.03999330000005,93.84999847,5.199999809,TAC_ABOVE_NIP,0,0,0,0,0,0,1.65,1.65,17.22,1.92,Vertical,N,OTHER_ANCHOR,81.98751999999998,101.814898,18.778012,74.13849499999998,9.231714,83.37021,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,110.93,110.93,110.93,0.0,0.0,0.0,9799.9,1.5,513,0
GB02OPTG35414097417249,540-51-3641,2019-03-31,Tubing,0.0,80.0,65.0,144.0,0.0,4.900000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,31.9,2.08,Vertical,N,slimline,42.483837,43.738295,12.844845,34.6942,13.0961,47.7903,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,60.44,38.52,60.44,0.0,196.47,0.0,8703.6,1.5,100,0
GB68KFCN82622640436329,540-51-3641,2016-10-07,Sucker Rod Pump,0.0,75.0,60.0,144.0,90.78666687,5.099999905,TAC_ABOVE_NIP,1,0,1,0,0,0,1.0097401,0.45854168,17.11,2.08,Vertical,N,OTHER_ANCHOR,66.735537,162.936639,96.201102,90.887052,20.953168,111.84022,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,874,58.56,38.02,58.56,0.0,0.0,0.0,9770.4,1.5,327,0
GB51OFQO44060556684708,540-51-3641,2018-05-16,Sucker Rod Pump,0.0,75.0,60.0,144.0,67.52857208,4.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,17.14,2.08,Vertical,N,OTHER_ANCHOR,6.300955,13.78709,8.63037,12.8583,3.441296,16.299595,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,70.54,39.67,70.54,0.0,193.68,0.0,9695.6,1.5,243,0
GB19SEQJ98398879580468,540-51-3641,2018-12-18,Sucker Rod Pump,0.0,80.0,65.0,144.0,65.30000305,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,17.14,2.08,Vertical,N,OTHER_ANCHOR,66.994063,68.418254,-0.130154,63.73523100000001,34.855385,98.590615,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,74.2,39.71,74.2,0.0,192.75,0.0,9698.5,1.5,61,0
GB58DDEK00459025342327,540-51-3641,2017-04-20,Sucker Rod Pump,0.0,75.0,60.0,144.0,80.37878418,5.02903223,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,17.26,2.08,Vertical,N,OTHER_ANCHOR,78.640449,112.29213500000002,33.651685,34.552764,10.582915,45.13567800000001,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,65.84,41.66,65.84,0.0,0.0,0.0,9750.9,1.5,193,0
GB89BQCA91160739461901,540-51-3641,2018-10-08,Sucker Rod Pump,0.0,80.0,65.0,144.0,37.09999847,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,17.14,2.08,Vertical,N,OTHER_ANCHOR,42.124962,53.063511,8.077727000000001,36.217239,24.05709,60.274328,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,68.1,39.59,68.1,0.0,193.68,0.0,9695.6,1.5,127,0
GB59WRNU06155153607165,540-95-4691,2019-08-24,Tubing,1.0,75.0,65.0,144.03999330000005,58.29999924,5.0,TAC_ABOVE_NIP,0,0,0,0,1,1,1.3179223999999998,0.969138787,17.43,1.39,Vertical,N,OTHER_ANCHOR,68.75332,69.27994,-0.07069600000000001,46.512697,17.063307000000002,63.57600400000001,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,75.76,75.76,75.76,0.0,0.0,0.0,9815.7,1.75,497,0
GB89CWEO85523818766741,540-95-4691,2018-04-11,Tubing,0.0,75.0,65.0,144.03999330000005,77.13749695,5.5,PACKER_DONNAN,0,0,0,0,1,1,1.3179223999999998,0.969138787,2.96,1.39,Vertical,N,OTHER_PACKER,91.354236,141.376875,47.897172,60.442857,29.296429,89.73928599999998,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,886,89.74,89.74,89.74,0.0,193.48,0.0,9631.4,1.75,249,0
GB15VAWV33092926795657,541-67-8163,2019-10-15,Tubing,4.0,75.0,60.0,144.0,77.40000153,5.400000095,TAC_ABOVE_NIP,1,0,1,0,0,0,1.8198524,1.272486837,17.11,1.6,Vertical,N,OTHER_ANCHOR,76.87400699999998,94.585686,17.673161999999994,73.362993,24.439129,97.802122,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,132.57,132.57,132.57,0.0,0.0,0.0,9621.3,1.75,1424,0
GB95BAUI38525206744504,542-08-4934,2017-04-09,Tubing,0.0,75.0,60.0,144.0,90.91738892,6.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.117909,1.341297614,19.24,5.75,LowTangent,N,OTHER_ANCHOR,129.5146,143.906928,26.893274,74.621302,28.650888,103.272189,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,875,173.28,86.83,173.28,0.0,0.0,0.0,9863.5,1.75,159,0
GB73FJFI79214985566552,542-08-4934,2016-05-06,Tubing,0.0,75.0,60.0,144.0,77.92726898,5.699999809,TAC_ABOVE_NIP,0,0,1,0,0,0,2.117909,1.341297614,17.13,5.75,LowTangent,N,OTHER_ANCHOR,87.555952,136.144611,48.58866,103.273458,33.064343,136.337802,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,183.26,88.91,183.26,0.0,0.0,0.0,9896.7,1.75,354,0
GB79UEDN31454825972680,543-56-3494,2017-03-16,Sucker Rod Pump,0.0,75.0,60.0,144.1999969,86.32777405,5.8000001910000005,TAC_ABOVE_NIP,1,0,1,0,0,0,1.9287663,0.487946366,17.25,1.47,Vertical,Y,OTHER_ANCHOR,71.955446,101.809406,29.85396,84.829167,28.054167,112.883333,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,D,875,98.18,47.96,98.18,0.0,0.0,0.0,9557.7,1.75,429,0
GB42PHPY48889396194194,548-70-5358,2016-02-03,Sucker Rod Pump,0.0,75.0,60.0,144.0,14.10000038,0.0,NOSEP_PACKER,0,0,0,0,0,0,3.084819,3.0848191010000003,0.0,6.17,LowTangent,N,hornet,150.571429,166.918367,16.346939000000006,10.530612,19.102041,29.632653,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,902,228.4,228.4,228.4,0.0,0.0,0.0,10380.8,Other,48,0
GB95YGSY04030679723755,548-70-5358,2016-11-22,Tubing,0.0,75.0,60.0,144.0,96.67575836,6.699999809,TAC_ABOVE_NIP,1,0,0,0,0,0,3.084819,3.0848191010000003,17.1,6.17,LowTangent,N,OTHER_ANCHOR,123.145057,151.91966100000005,30.241006,173.441341,81.71508399999998,255.156425,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,902,332.61,332.61,332.61,0.0,0.0,0.0,10331.9,1.75,170,0
GB11NHJX68506313688960,548-70-5358,2018-01-31,Rods,0.0,75.0,60.0,144.0,85.56400299,6.699999809,TAC_ABOVE_NIP,1,0,0,0,0,0,1.4618884,3.0848191010000003,17.1,6.17,LowTangent,N,OTHER_ANCHOR,102.541631,90.121412,-9.06204,120.88196,50.167038,171.048998,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,902,339.69,339.69,131.94,0.0,0.0,0.0,10331.9,1.75,434,0
GB43EDJY49367973930758,548-99-2796,2017-01-06,Tubing,0.0,75.0,60.0,144.0,95.75,5.0,TAC_BELOW_NIP,1,0,0,0,0,0,4.0,4.0,19.23,2.76,Vertical,N,OTHER_ANCHOR,58.441176,62.625,4.183824,48.352113,56.697183,105.049296,SLICK_SINKER_BARS,True,strategize next-generation users,D,871,456.35,456.35,456.35,0.0,0.0,0.0,10289.3,1.5,137,0
GB27NLSG41376819578141,548-99-2796,2016-08-21,Tubing,0.0,75.0,60.0,144.0,94.04444122,5.5,TAC_ABOVE_NIP,1,0,1,0,0,0,1.574698,4.0,19.25,2.76,Vertical,N,OTHER_ANCHOR,66.741784,82.98122099999998,16.239437,48.150235,54.84976500000001,103.0,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,871,311.66,311.66,114.24,0.0,257.73,0.0,10300.0,1.5,209,0
GB40CIBF83693827346509,549-66-2141,2016-03-23,Tubing,0.0,75.0,60.0,168.0,77.83636475,5.0,TAC_ABOVE_NIP,0,0,1,0,0,0,1.5788498,1.11931157,17.21,1.3,Vertical,Y,OTHER_ANCHOR,96.76824,130.60515,33.83691,120.214592,40.819742,161.034335,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,84.96,84.96,84.96,0.0,0.0,0.0,10158.4,1.75,217,0
GB56UNEA78765693315891,549-66-2141,2017-03-31,Rods,0.0,75.0,60.0,168.0,99.01599884,5.900000095,TAC_ABOVE_NIP,0,0,0,0,0,0,1.5788498,1.11931157,17.13,1.3,Vertical,Y,OTHER_ANCHOR,59.306122,95.122449,35.816327,84.85,19.578571,104.428571,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,883,110.14,110.14,110.14,0.0,0.0,0.0,10150.3,1.75,137,0
GB96ZBSY50630541998851,549-66-2141,2016-11-13,Sucker Rod Pump,0.0,75.0,60.0,168.0,93.9366684,5.900000095,TAC_ABOVE_NIP,1,0,1,0,0,0,1.5788498,1.11931157,17.13,1.3,Vertical,Y,OTHER_ANCHOR,64.83846199999999,70.680769,5.842308,151.814231,45.503846,197.318077,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,95.63,95.63,95.63,0.0,0.0,0.0,10150.3,1.75,229,0
GB78ERHW05127978221149,550-53-4193,2017-07-08,Tubing,0.0,75.0,60.0,144.0,84.98799896,6.900000095,TAC_ABOVE_NIP,1,0,1,0,0,0,1.3054882,0.87755102,17.11,1.43,Vertical,N,OTHER_ANCHOR,80.878563,112.404359,31.650932,184.147516,52.659938,236.807453,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,153.11,153.11,153.11,0.0,0.0,0.0,9989.2,1.75,567,0
GB60MMTS44815394397371,550-53-4193,2020-01-13,Rods,0.0,75.0,60.0,144.0,66.30000305,5.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.3054882,0.87755102,17.12,1.43,Vertical,N,OTHER_ANCHOR,78.642792,110.206896,31.903344,94.653944,24.584839,119.238783,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,127.91,127.91,127.91,0.0,129.0,0.0,9826.2,1.75,915,0
GB79OLDF77802264336256,550-59-4100,2020-02-06,Rods,0.0,80.0,65.0,144.0,77.20909119,5.5,TAC_ABOVE_NIP,1,0,0,0,0,0,2.1,1.25,19.1,4.33,LowTangent,N,OTHER_ANCHOR,71.35991899999998,98.515951,26.756318,36.802684,23.05493,59.857614,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,151.9,114.1,151.9,0.0,0.0,0.0,10156.3,1.5,464,0
GB90BMQR75063814795350,550-59-4100,2018-10-25,Tubing,0.0,75.0,60.0,144.0,81.14615631,4.974999905,TAC_ABOVE_NIP,1,0,0,0,0,0,2.1,1.25,19.1,4.33,LowTangent,N,OTHER_ANCHOR,66.735437,71.36319300000002,4.786285,42.192686,19.988745,62.181431,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,149.37,115.73,149.37,0.0,0.0,0.0,10156.3,1.5,486,0
GB03UDLB69451413490358,550-59-4100,2017-06-01,Tubing,0.0,75.47222,65.0,144.0,76.29020691,3.5,TAC_ABOVE_NIP,1,0,1,0,0,0,2.1,1.25,19.1,4.33,LowTangent,N,OTHER_ANCHOR,76.859697,93.213205,16.353507999999998,50.340909,23.468182,73.80909100000002,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,149.45,115.77,149.45,0.0,0.0,0.0,10216.4,1.5,847,0
GB97OMEC45068804712054,557-70-1097,2019-10-23,Sucker Rod Pump,0.0,75.0,60.0,144.0,76.30000305,5.199999809,PACKER_DONNAN,1,0,1,0,0,0,0.81,0.36,20.74,1.8,Vertical,N,OTHER_PACKER,94.319207,134.325505,34.951592,62.913437,15.271007,78.184444,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,37.67,25.65,37.67,0.0,0.0,0.0,9872.8,1.5,1685,0
GB63IZVG43893619824011,560-28-3382,2019-06-17,Tubing,8.0,75.0,60.0,144.03999330000005,53.40000153,6.699999809,PACKER_DONNAN,0,0,0,0,0,0,1.64,1.47,20.74,1.99,Vertical,N,arrowset,71.844677,61.814401,-30.400792,68.484433,25.092377,93.576809,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,137.3,137.3,137.3,0.0,192.88,0.0,9745.1,1.75,441,0
GB06BXZQ41548481143656,560-28-3382,2018-03-26,Tubing,0.0,75.0,60.0,144.03999330000005,98.03333282,3.900000095,PACKER_DONNAN,0,0,0,0,1,0,1.64,1.47,2.92,1.99,Vertical,N,OTHER_PACKER,124.771351,40.61,-128.381563,117.937778,13.946667,131.884444,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,143.34,143.34,143.34,0.0,189.33,0.0,9777.7,1.75,219,0
GB26AUFJ20469730367785,562-45-5122,2018-02-23,Sucker Rod Pump,0.0,75.0,60.0,119.306617,90.91835022,5.375,TAC_ABOVE_NIP,1,1,1,1,0,0,1.0291903,1.029190289,19.23,1.41,Vertical,N,OTHER_ANCHOR,57.412744,51.741807,-5.670937,35.827622,19.735857,55.56348000000001,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,900,82.82,82.82,82.82,0.0,0.0,0.0,9847.9,1.75,1326,0
GB89RKTR48326057394110,564-15-5761,2018-04-24,Tubing,0.0,0.0,60.0,144.0,0.0,5.576922894,TAC_ABOVE_NIP,1,0,0,0,0,0,2.99,2.99,17.1,5.63,LowTangent,N,OTHER_ANCHOR,87.791189,154.27798,66.374843,123.394286,38.658571,162.05285700000005,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,274.61,274.61,274.61,0.0,0.0,0.0,9930.8,1.75,686,0
GB52AUVD73640770365732,564-15-5761,2018-12-03,Tubing,0.0,75.0,60.0,144.0397861,82.28518677,5.77692318,TAC_BELOW_NIP,1,0,0,0,0,0,2.99,2.99,0.0,5.63,LowTangent,N,OTHER_ANCHOR,57.302727,67.585931,9.061111,129.962222,37.011026,166.973248,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,881,311.44,311.44,311.44,0.0,0.0,0.0,10009.2,1.75,220,0
GB56CBUO84506571397597,564-15-5761,2016-06-02,Tubing,0.0,0.0,60.0,144.0,0.0,0.0,TAC_ABOVE_NIP,0,0,1,0,0,0,2.99,2.99,17.19,5.63,LowTangent,N,OTHER_ANCHOR,98.059912,118.878969,20.819057,164.40131599999995,22.945175,187.346491,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,303.05,303.05,303.05,0.0,0.0,0.0,9967.1,1.75,454,0
GB08WYWE03314438429026,564-24-9118,2018-07-07,Tubing,0.0,75.0,60.0,144.0,95.19999695,6.5,TAC_ABOVE_NIP,1,0,1,1,0,0,3.0891206,3.089120654,17.1,6.63,LowTangent,N,OTHER_ANCHOR,145.58029,140.994035,-4.586255,145.56503700000005,76.317316,221.882353,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,309.2,309.2,309.2,0.0,0.0,0.0,10216.9,1.75,1161,0
