roduid,UWI,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,chemgroup1_any,chemgroup1_all,chemgroup2_any,chemgroup2_all,chemgroup3_any,chemgroup3_all,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,wellbore_category,manual_scale,packer_vs_tac,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,lifetimedays,contains_imputed
GB38CCUN06936884465044,726-35-7544,Rods,0.0,80.0,65.0,144.0,93.0,6.0,TAC_BELOW_NIP,0,0,0,0,0,0,3.7565706,1.833489272,17.19,2.39,Vertical,N,slimline,97.412035,108.514235,3.0253490000000003,169.332907,94.164419,263.497326,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,902,246.12,108.98,246.12,0.0,0.0,1515.0,10291.9,2,160,0
GB82IINR75401711942693,731-59-3416,Rods,0.0,75.0,65.0,168.1999969,99.22692108,3.722222328,PACKER_DONNAN,1,0,0,0,0,0,5.794467,3.948397161,20.75,28.7,OffLease,N,OTHER_PACKER,87.716952,120.54619,35.90028,54.093458,60.850467,114.943925,UNKNOWN,False,strategize next-generation users,SpecialService,904,439.11,439.11,439.11,0.0,0.0,0.0,11067.1,1.5,106,0
GB08ZING05688961733546,733-83-7231,Rods,0.0,80.0,60.0,144.0232608,81.28276062,5.199999809,PACKER_DONNAN,1,0,0,0,0,0,2.248562,2.248562198,20.9,7.1,LowTangent,N,arrowset,72.180499,57.373499,-14.108498999999998,44.475576,18.645013,63.120589,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,881,213.65,213.65,213.65,0.0,0.0,0.0,10155.0,1.75,756,0
GB33YCVY41060649504440,733-83-7231,Rods,0.0,80.0,66.0,144.03999330000005,78.30000305,5.3000001910000005,PACKER_DONNAN,1,0,0,0,0,0,2.1273363,2.248562198,20.75,7.1,LowTangent,N,arrowset,58.80096500000001,46.436429,-15.539739,25.944224,10.189655,36.133879,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,881,205.12,205.12,132.45,0.0,0.0,0.0,10162.2,1.5,114,0
GB49QNDW34768059717571,736-66-0268,Rods,0.0,75.0,60.0,169.4299927,73.62380981,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,3.3277513999999995,2.721569427,17.15,6.15,LowTangent,N,OTHER_ANCHOR,74.893153,95.143761,20.198423,91.186685,67.353408,158.419493,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,882,247.87,247.87,164.48,0.0,0.0,0.0,10129.8,1.75,334,0
GB15TJPE36759939596424,739-11-8400,Rods,0.0,75.0,60.0,144.0,90.80799866,6.400000095,TAC_ABOVE_NIP,1,0,1,0,0,0,3.179418,3.179418086,17.15,5.57,LowTangent,N,OTHER_ANCHOR,70.15929399999999,83.54057,9.238194,89.311987,31.755337,121.067323,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,181.64,181.64,181.64,0.0,125.5,0.0,10159.8,1.75,549,0
GB97MKAA03599130750478,754-91-5422,Rods,0.0,75.0,60.0,169.3999939,86.7555542,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.7413151000000002,1.741315112,0.0,4.27,LowTangent,N,OTHER_ANCHOR,100.798939,134.95553,32.823759,136.45864699999998,96.887218,233.345865,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,901,362.98,164.36,164.36,0.0,0.0,0.0,10193.4,1.75,122,0
GB36JSOL68432103167782,754-91-5422,Rods,0.0,75.0,60.0,169.3999939,93.59999847,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.7413151000000002,1.741315112,0.0,4.27,LowTangent,N,OTHER_ANCHOR,107.322419,102.368495,-5.464347,76.467321,66.494875,142.962196,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,901,326.39,150.48,150.48,0.0,0.0,0.0,10193.4,1.5,514,0
GB68FYKF57183710753894,772-78-1957,Rods,0.0,75.0,60.0,169.4299927,96.35714722,6.400000095,TAC_ABOVE_NIP,1,0,0,0,0,0,2.46,2.46,17.1,10.41,HighTangent,N,OTHER_ANCHOR,115.802396,94.162375,-22.275613,119.611227,120.781705,240.392931,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,904,305.94,305.94,305.94,0.0,0.0,0.0,9852.0,2,470,0
GB15TBSE80081070362681,774-14-8314,Rods,0.0,75.0,60.0,168.03999330000005,98.18000031,5.8000001910000005,PACKER_TAC_DONNAN,1,0,0,0,0,0,2.28,2.28,17.3,6.95,LowTangent,N,hornet,153.355409,62.489301,-90.265531,111.361257,142.78534,254.146597,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,254.39,254.39,142.47,0.0,0.0,0.0,9951.2,1.75,755,0
GB85DWBC67365145123675,781-01-0681,Rods,0.0,75.0,62.0,144.0,92.80000305,4.599999905,PACKER_DONNAN,0,0,0,0,1,0,1.276245,1.276245035,20.73,1.58,Vertical,N,arrowset,59.330935,154.683453,95.352518,41.927536,22.086331,63.971014,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,88.01,88.01,88.01,0.0,0.0,0.0,9893.5,1.5,130,0
GB06WPBN66367003096914,781-01-0681,Rods,0.0,75.0,60.0,144.0,85.01428223,5.5,NOSEP_PACKER,0,0,0,0,1,1,1.276245,1.276245035,0.0,1.58,Vertical,N,OTHER_PACKER,64.116292,65.203006,1.171317,23.346079,9.028184,32.374263,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,111.35,111.35,111.35,0.0,0.0,0.0,9844.1,1.5,373,0
GB32SNXS19782231891589,781-01-0681,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.276245,1.276245035,20.73,1.58,Vertical,N,arrowset,80.949387,161.766013,88.97019300000002,134.296503,23.31319,157.609693,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,68.23,68.23,68.23,0.0,0.0,0.0,9893.5,1.75,325,1
GB22ILSZ11163946493468,782-14-2769,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,1,0,0,0,0,0,4.9518013,2.969392088,20.3,26.7,OffLease,N,OTHER_PACKER,100.156905,125.35533999999998,24.944916,90.02950799999998,62.203279,152.232787,UNKNOWN,False,strategize next-generation users,SpecialService,904,606.53,606.53,606.53,0.0,0.0,0.0,10606.6,1.5,305,1
GB05LJVD27756514549629,782-14-2769,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,1,0,0,0,0,0,4.9518013,2.969392088,17.11,26.7,OffLease,N,OTHER_PACKER,66.31296999999999,270.848911,197.310189,75.735849,49.726415,125.462264,UNKNOWN,False,strategize next-generation users,SpecialService,904,670.24,670.24,670.24,0.0,0.0,0.0,11019.3,1.5,106,1
GB05FPVQ87386812312049,782-14-2769,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,1,0,1,1,0,0,4.9518013,2.969392088,20.79,26.7,OffLease,N,OTHER_PACKER,104.740521,208.887604,103.777371,55.0,34.587629,89.587629,UNKNOWN,False,mesh enterprise portals,SpecialService,904,636.27,636.27,636.27,0.0,0.0,0.0,11026.7,1.5,193,1
GB86SOYP96850826729494,791-81-5199,Rods,0.0,80.0,60.0,169.3999939,67.80000305,5.953845978,TAC_BELOW_NIP,1,1,0,0,0,0,3.52,3.16,17.17,12.99,HighTangent,N,OTHER_ANCHOR,76.186728,80.28665699999998,4.030348,53.728739,33.187477,86.916216,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,325.05,325.05,175.95,0.0,0.0,0.0,9724.4,1.75,1022,0
GB11KBAC84399780463654,807-26-3648,Rods,0.0,75.0,60.0,144.0,98.08571625,6.599999905,TAC_BELOW_NIP,1,0,0,0,0,0,3.18,2.71,20.09,10.81,HighTangent,N,OTHER_ANCHOR,96.215625,70.84366700000002,-24.836127,64.951338,57.25839200000001,122.20973,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,901,259.42,259.42,259.42,0.0,312.12,0.0,10374.2,1.5,789,0
GB69QEQL78905714739806,825-81-3999,Rods,0.0,75.0,60.0,144.0,98.69999695,5.515,PACKER_DONNAN,1,0,0,0,0,0,2.42,2.42,20.71,1.67,Vertical,N,arrowset,136.88337,118.487649,-17.995957,112.915523,109.009079,221.924603,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,904,309.33,309.33,309.33,0.0,253.5,0.0,10099.8,2,554,1
GB44ZUPK97263501592453,827-97-0623,Rods,0.0,75.0,60.0,144.0,0.100000001,5.699999809,TAC_ABOVE_NIP,1,0,0,0,1,0,2.165867,2.165867187,19.23,2.0,Vertical,N,OTHER_ANCHOR,72.180912,86.369174,14.604451,74.76776,26.942623,101.710383,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,885,142.11,142.11,142.11,0.0,0.0,0.0,10017.4,1.75,348,0
GB98UJXR58978212824266,833-08-7434,Rods,0.0,70.0,60.0,144.03999330000005,97.0,6.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.5,1.5,17.11,6.86,LowTangent,N,OTHER_ANCHOR,67.961053,91.257504,23.436379,71.228613,33.794788,105.023401,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,904,175.03,175.03,175.03,0.0,190.19,0.0,9865.3,1.75,585,0
GB73YJZT91641779629349,837-05-2257,Rods,3.0,80.0,60.0,169.4299927,70.34999847,5.5,TAC_BELOW_NIP,1,0,0,0,0,0,2.418726700000001,1.556143279,17.24,6.42,LowTangent,N,OTHER_ANCHOR,89.793459,111.019203,21.205091,79.90104699999998,56.847207,136.748254,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,237.16,237.16,204.8,0.0,257.36,0.0,9788.1,2,667,0
GB69DCPJ54978086959214,846-11-5398,Rods,0.0,75.0,60.0,144.0,81.04166412,4.699999809,PACKER_DONNAN,1,0,0,0,0,0,0.58,0.58,2.94,1.4,Vertical,N,OTHER_PACKER,40.459889,49.637435,69.364275,7.851175,4.005509,11.856684,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,901,39.42,39.42,39.42,0.0,0.0,0.0,11018.0,1.25,952,0
GB11XOLI96716274318593,850-51-0364,Rods,0.0,80.0,65.0,168.0,94.06071472,6.199999809,PACKER_DONNAN,1,0,0,0,0,0,2.63,4.11,20.72,6.27,LowTangent,N,arrowset,60.538079,78.95099300000003,18.427082,39.130459,14.511311,53.64177,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,872,351.21,351.21,237.42,1066.11,0.0,0.0,9784.3,1.75,294,0
GB22OGHH15423271432904,865-78-8553,Rods,0.0,75.0,60.0,144.0,93.19999695,6.0,TAC_BELOW_NIP,1,1,0,0,0,0,2.0108345,2.010834499,17.17,4.42,LowTangent,N,OTHER_ANCHOR,73.090369,66.420929,-5.112488,47.045049,50.536893,97.581942,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,902,213.16,213.16,213.16,0.0,357.07,0.0,10369.5,1.75,393,0
GB58MCRE05587703232906,882-47-3625,Rods,0.0,75.0,60.0,144.03999330000005,71.30000305,6.900000095,PACKER_DONNAN,0,0,0,0,1,1,2.218529,2.418864647,20.8,3.52,Vertical,Y,arrowset,69.597445,105.224235,35.659425,74.377555,27.919696,102.297251,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,598.38,514.08,274.03,0.0,126.64,0.0,9684.7,1.75,565,0
GB65EHRH31405650958722,883-77-7576,Rods,0.0,75.0,60.0,144.0,99.36785889,6.199999809,TAC_ABOVE_NIP,1,0,0,0,0,0,1.0259643,0.5699295529999999,17.14,1.67,Vertical,N,OTHER_ANCHOR,93.143939,67.916667,-25.227273,36.062682,50.966472,87.029155,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,902,143.6,143.6,143.6,0.0,0.0,0.0,10405.0,1.5,667,0
GB53UGBG22458664361303,884-54-0593,Rods,0.0,70.0,50.0,144.03999330000005,87.68709564,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,0.72750956,0.0,19.22,0.54,Vertical,N,OTHER_ANCHOR,56.296303,66.082229,8.673174000000001,108.712575,32.389222,141.101796,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,885,261.09,261.09,261.09,0.0,0.0,0.0,9846.3,1.75,166,0
GB20LNQS40325205853038,887-29-8974,Rods,0.0,75.0,60.0,144.0,0.100000001,6.0,TAC_BELOW_NIP,1,0,0,0,0,0,1.3075753,3.4608001180000003,17.15,14.37,HighTangent,N,OTHER_ANCHOR,70.798141,70.22014899999999,-1.7030740000000002,56.81125,15.327243,72.13849300000003,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,354.68,354.68,92.88,0.0,127.09,0.0,10077.0,1.75,264,0
GB16PZYB11611122809650,890-43-3319,Rods,0.0,75.0,60.0,168.03999330000005,99.88500214,6.199999809,PACKER_TAC_DONNAN,1,0,0,0,0,0,1.78,0.61,17.2,7.65,LowTangent,N,hornet,176.00722199999996,48.974275,-126.282782,80.820359,126.571257,207.391617,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,206.43,49.35,147.57,0.0,0.0,0.0,9970.0,1.75,802,0
GB43KBQH81330589200008,890-43-3319,Rods,0.0,75.0,60.0,168.03999330000005,99.69999695,6.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.78,0.61,17.14,7.65,LowTangent,N,OTHER_ANCHOR,117.598968,75.272379,-42.102947,83.482046,99.465561,182.947607,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,201.67,48.68,139.97,0.0,190.23,0.0,9978.3,1.75,593,0
GB84HGPB34554890095821,656-82-6108,Sucker Rod Pump,0.0,75.0,60.0,144.03999330000005,83.90000153,4.8000001910000005,TAC_ABOVE_NIP,1,0,0,0,0,0,0.97292626,0.762787862,21.25,1.93,Vertical,N,OTHER_ANCHOR,63.110438,72.695498,9.368202,52.058518,16.640075,68.698593,SUCKER_RODS_W_GUIDES,False,strategize next-generation users,SpecialService,905,49.52,49.52,49.52,0.0,0.0,0.0,10510.3,1.5,526,0
GB41MVQF56957036205018,567-57-1821,Sucker Rod Pump,0.0,75.0,60.0,144.0,86.73333740000002,5.751724243,TAC_ABOVE_NIP,0,0,0,0,1,0,1.9478877,1.879634547,17.14,6.16,LowTangent,N,OTHER_ANCHOR,93.379158,121.161,27.730625,96.848958,25.770833,122.619792,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,196.5,196.5,196.5,0.0,0.0,0.0,9783.4,1.75,186,0
GB46NXMT82677179670262,325-16-9509,Sucker Rod Pump,0.0,76.0,60.0,144.3999939,94.86940002,5.515,PACKER_DONNAN,0,0,1,0,0,0,6.14,6.14,17.1,1.76,Vertical,N,arrowset,75.589744,92.762821,17.173077,140.435897,28.089744,168.52564099999995,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,D,881,60.2,60.2,60.2,0.0,0.0,0.0,9831.4,1.5,148,1
GB77MBVC83430155471942,550-59-4100,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,2.1,1.25,20.73,4.33,LowTangent,N,arrowset,47.754052,208.206797,160.452745,67.731961,24.956078,92.688039,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,150.95,117.86,150.95,0.0,0.0,0.0,10239.1,1.5,152,1
GB92MNUB71945633579419,542-76-0741,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,2.690252,1.35002638,20.9,1.6,Vertical,N,hornet,0.0,0.0,0.0,61.97956800000001,7.471728,69.451296,SLICK_SINKER_BARS,False,synthesize holistic partnerships,Unknown,867,0.0,0.0,0.0,0.0,0.0,0.0,8899.9,1.25,161,1
GB69MJQS90124455199929,175-58-0111,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.7107829,1.396486034,21.2,2.43,Vertical,N,OTHER_PACKER,38.927523,46.940544,8.013021,83.987613,65.978943,149.966556,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,146.8,128.95,146.8,0.0,0.0,0.0,10071.9,1.75,330,1
GB30DWMK14186070144311,043-77-0330,Sucker Rod Pump,0.0,70.0,60.0,144.03999330000005,88.29444122,5.626923084,TAC_BELOW_NIP,1,0,0,0,0,0,2.370787,2.370786788,17.15,5.01,LowTangent,N,OTHER_ANCHOR,87.66744,72.35112,-14.500079,99.595238,35.31746,134.912698,SLICK_SINKER_BARS,False,strategize next-generation users,D,885,292.75,292.75,292.75,0.0,0.0,0.0,9914.5,2,117,0
GB50ZKCF23757294812809,386-71-6959,Sucker Rod Pump,0.0,75.0,60.0,168.0,92.66153717,5.515,PACKER_DONNAN,0,0,0,0,0,0,2.61,2.6,20.73,5.22,LowTangent,N,arrowset,60.46988,77.30120500000002,16.831325,67.78313299999999,55.860606,123.836364,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,506.79,506.79,506.79,0.0,0.0,0.0,9634.2,1.75,160,1
GB93OQDC33999390910788,453-45-1885,Sucker Rod Pump,0.0,71.0,0.0,144.0,66.44000244,6.599999905,PACKER_DONNAN,1,0,1,1,1,0,1.2197417,0.5157969960000001,20.75,1.14,Vertical,Y,arrowset,75.564428,150.93829399999996,75.373866,125.682396,12.219601,137.901996,SLICK_SINKER_BARS,False,strategize next-generation users,D,886,72.87,50.29,72.87,0.0,0.0,0.0,9753.4,1.5,535,0
GB58QBPH87594232036183,121-10-7897,Sucker Rod Pump,0.0,75.0,65.0,166.8450392,99.60624695,5.0,TAC_BELOW_NIP,1,1,0,0,0,0,2.71,2.61,20.02,10.81,HighTangent,N,OTHER_ANCHOR,73.626242,267.57189500000004,196.627237,229.720779,220.253247,449.974026,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,288.71,288.71,288.71,0.0,321.29,0.0,9023.4,2,145,0
GB29EXHY48688849012754,432-62-5341,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.26,2.79,20.85,2.38,Vertical,Y,OTHER_PACKER,114.685315,41.573427,-73.11188800000002,80.777552,8.40958,89.187133,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,881,242.98,242.98,102.29,0.0,0.0,0.0,10563.5,1.5,142,1
GB36HDHO87281443829477,444-47-4011,Sucker Rod Pump,0.0,70.0,60.0,144.1999969,93.18819427,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.97,1.23,3.0,2.03,Vertical,N,OTHER_ANCHOR,55.26595699999999,114.070922,58.804965,68.27305,54.76595699999999,123.039007,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,871,195.32,121.82,195.32,0.0,0.0,0.0,10560.4,1.5,281,1
GB37BXVG83009727153945,804-38-1650,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,2.43,2.43,39.48,2.11,Vertical,N,OTHER_ANCHOR,102.23927,185.091379,83.531296,69.21668299999999,21.203377,90.469714,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,880,139.5,139.5,139.5,0.0,0.0,0.0,10003.9,1.5,840,1
GB52XFLM13223917978394,398-34-2865,Sucker Rod Pump,0.0,75.0,65.0,168.03999330000005,99.30000305,6.599999905,TAC_ABOVE_NIP,1,0,0,0,0,0,1.56,1.7,19.8,6.07,LowTangent,N,OTHER_ANCHOR,211.402248,83.664679,-128.63753400000002,39.953242,46.380183,86.333425,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,164.61,164.61,121.73,0.0,65.35,0.0,9014.5,1.75,217,0
GB56MYXU77308474317687,673-60-0509,Sucker Rod Pump,1.5,75.0,60.0,144.0,72.4384613,6.275000095,TAC_ABOVE_NIP,1,1,1,1,0,0,1.2048556,0.753882226,19.24,1.92,Vertical,N,OTHER_ANCHOR,70.59011,81.647144,11.601095,58.922615,16.475335,75.397951,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,69.6,69.6,69.6,0.0,0.0,0.0,10413.8,1.5,1243,0
GB13RRHR82242964480809,395-18-2743,Sucker Rod Pump,0.0,75.0,65.0,144.1987921,78.30000305,5.099999905,PACKER_DONNAN,1,0,0,0,0,0,1.4633524,0.671000382,20.73,2.0,Vertical,N,arrowset,61.42642900000001,144.161,82.734571,50.0,15.958332999999998,65.958333,SLICK_SINKER_BARS,False,strategize next-generation users,D,883,55.51,51.27,55.51,0.0,0.0,0.0,9929.6,1.5,166,0
GB47LQLD68439721449965,165-51-5897,Sucker Rod Pump,0.0,72.0,60.0,144.0,65.09999847,5.3000001910000005,TAC_ABOVE_NIP,0,0,1,1,0,0,5.47,5.47,19.25,2.1,Vertical,N,OTHER_ANCHOR,50.192072,63.016346,12.774222,32.447933,5.8414,38.298481,SLICK_SINKER_BARS,False,mesh enterprise portals,D,880,97.85,97.85,97.85,0.0,0.0,0.0,10382.6,1.25,1267,0
GB83BDNK07777516305891,846-11-5398,Sucker Rod Pump,0.0,70.0,65.0,107.4626866,17.73333359,5.515,PACKER_DONNAN,0,0,0,0,0,0,0.58,0.58,2.94,1.4,Vertical,N,OTHER_PACKER,86.489985,18.449923,-68.040062,5.4729519999999985,2.072419,7.551777,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,901,39.98,39.98,39.98,0.0,0.0,0.0,11018.0,1.25,649,1
GB15KMJQ41461082441585,829-02-6250,Sucker Rod Pump,0.0,80.0,64.0,144.1999969,83.61428833,4.599999905,TAC_ABOVE_NIP,0,0,0,0,0,0,2.36,2.36,17.8,1.93,Vertical,N,OTHER_ANCHOR,65.150305,84.642519,19.492214,84.616016,20.667351,105.283368,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,K,886,192.93,192.93,192.93,0.0,0.0,0.0,9923.2,1.75,400,0
GB03ZVVE87338768375336,699-34-5524,Sucker Rod Pump,0.0,75.0,60.0,168.0,83.09999847,4.599999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.13,1.43,17.05,1.8,Vertical,N,OTHER_ANCHOR,116.075556,234.305126,117.55985,3.995,1.26,5.255,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,880,119.02,119.02,119.02,0.0,128.91,0.0,10279.4,1.25,199,0
GB65DMDQ59256019987107,289-32-8553,Sucker Rod Pump,0.0,75.0,60.0,144.0,37.90000153,4.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.15,1.14,32.38,1.75,Vertical,N,OTHER_ANCHOR,60.0,68.431818,8.431818,33.65,8.146875,41.796875,SLICK_SINKER_BARS,False,strategize next-generation users,D,884,77.26,77.26,77.26,0.0,0.0,0.0,9825.6,1.5,316,0
GB81FICD83585854802111,444-33-0650,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,0.74,0.74,20.74,1.37,Vertical,N,OTHER_PACKER,68.295967,155.351326,87.055359,107.412265,10.96895,118.381215,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,874,78.05,78.05,78.05,0.0,0.0,0.0,9643.7,1.5,180,1
GB14SKPX79696711469938,274-31-0083,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,3.3,3.3,19.26,1.61,Vertical,Y,OTHER_ANCHOR,0.0,2.1176470000000003,2.1176470000000003,0.235294,0.0,0.235294,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,874,204.42,204.42,204.42,0.0,0.0,0.0,9801.4,1.5,34,1
GB98CPGX74285257460493,261-22-8393,Sucker Rod Pump,0.0,75.0,0.0,144.0,79.80769348,6.5,TAC_ABOVE_NIP,1,1,0,0,0,0,2.92,1.81,19.25,1.54,Vertical,N,OTHER_ANCHOR,94.945176,105.811412,10.866235,88.802083,36.78125,125.583333,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,143.54,108.26,143.54,0.0,0.0,0.0,10348.2,1.5,87,0
GB32XMQX76340660923893,151-97-9343,Sucker Rod Pump,0.0,75.0,0.0,139.0,88.19999695,4.900000095,TAC_ABOVE_NIP,0,0,1,0,0,0,1.3524197,1.3524197409999998,18.8,1.39,Vertical,Y,OTHER_ANCHOR,47.25,116.383333,69.133333,40.1,18.125,58.225,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,D,885,107.99,107.99,107.99,0.0,0.0,0.0,10002.1,1.5,117,0
GB33IXHH73367796039906,673-60-0509,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.2048556,0.753882226,20.92,1.92,Vertical,N,OTHER_PACKER,56.010638,40.361702,-15.648936,67.139149,11.932872,79.07202099999998,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,77.71,77.71,77.71,0.0,0.0,0.0,10519.0,1.5,93,1
GB04SHOM67241176000540,154-19-4786,Sucker Rod Pump,0.0,75.0,60.0,144.0,92.37708282,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.6129032,1.612903226,2.93,3.5,Vertical,N,OTHER_ANCHOR,107.994931,106.144121,-1.85081,85.58448299999998,32.322517,117.907,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,125.26,125.26,125.26,0.0,0.0,0.0,10287.4,1.5,558,1
GB13TWGY93645447505806,865-78-8553,Sucker Rod Pump,0.0,75.0,60.0,144.0,92.55555725,6.5,TAC_ABOVE_NIP,1,1,1,1,0,0,2.0108345,2.010834499,17.14,4.42,LowTangent,N,OTHER_ANCHOR,191.87338,149.818514,-1.6790459999999998,75.175345,53.857598,129.032944,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,902,233.15,233.15,233.15,0.0,0.0,0.0,10270.8,1.75,873,0
GB90MBCD18286227039528,720-77-7058,Sucker Rod Pump,0.0,70.0,65.0,168.7758228,93.73809814,3.599999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.59,0.89,17.11,5.89,LowTangent,N,OTHER_ANCHOR,79.517687,90.424925,11.252193,149.72,42.905455,192.625455,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,882,133.94,37.65,114.07,0.0,129.19,0.0,9991.1,1.75,267,0
GB08NGWV04215607639336,322-01-9539,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.36,1.21,20.73,1.88,Vertical,N,arrowset,36.104869,33.88015,-2.224719,27.577605,2.664297,30.241901,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,884,162.46,162.46,162.46,0.0,0.0,0.0,10312.5,1.25,266,1
GB29CRKU76178220654476,413-40-3057,Sucker Rod Pump,0.0,75.0,60.0,169.4299927,50.59999847,5.0,TAC_BELOW_NIP,1,0,0,0,0,0,2.43,1.19,19.88,2.1,Vertical,N,OTHER_ANCHOR,78.68060200000002,127.330316,47.79021,47.866012,22.06952,69.935532,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,152.61,130.39,152.61,0.0,310.77,0.0,9998.1,1.75,658,0
